,Unnamed: 0,name,isin,type,dtcreated,language,headline,label,id
27668,40976,H&R GmbH & Co. KGaA,DE000A2E4T77,0,2017-05-02,1,"h&r gmbh & co. kgaa: preliminary results for q1-2017 stable, as expected",0.0,DE000A2E4T772017-05-02
27669,40979,Deutsche Beteiligungs AG,DE000A1TNUT7,0,2017-05-02,1,deutsche beteiligungs ag: uplift in forecast for 2016/2017 net income,1.0,DE000A1TNUT72017-05-02
27670,40981,Highlight Event and Entertainment AG,CH0003583256,0,2017-05-02,1,extraordinary shareholders' meeting resolves an ordinary capital increase and the extension and increase of the authorized share capital,1.0,CH00035832562017-05-02
27671,40983,OSRAM Licht AG,DE000LED4000,0,2017-05-02,1,osram licht ag: osram raises outlook for financial year 2017,1.0,DE000LED40002017-05-02
27672,40985,Salzgitter AG,DE0006202005,0,2017-05-02,1,salzgitter group: successful start to the year - earnings guidance raised ,1.0,DE00062020052017-05-02
27673,40988,Kontron S&T AG,DE0006053952,0,2017-05-02,1,supervisory board of kontron ag approves conclusion of a merger agreement,1.0,DE00060539522017-05-02
27674,40991,DEAG Deutsche Entertainment Aktiengesellschaft,DE000A0Z23G6,0,2017-05-02,1,deag intends to increase capital with subscription rights by utilizing authorized capital,0.0,DE000A0Z23G62017-05-02
27675,40994,exceet Group SA,LU0472835155,0,2017-05-02,1,exceet group se: potential buyer of an equity stake who contemplated a tender offer to the shareholders of exceet group se withdrew his consideration to issue a tender offer,0.0,LU04728351552017-05-02
27676,40997,ALLGEIER SE,DE000A2GS633,0,2017-05-03,1,allgeier se: allgeier achieves further revenue growth in the first quarter of 2017 ,1.0,DE000A2GS6332017-05-03
27677,40999,Cham Group AG,CH0001931853,0,2017-05-03,1,general meeting of shareholders approves all board of directors' proposals,1.0,CH00019318532017-05-03
27678,41001,Clere AG,DE000A2AA402,0,2017-05-03,1,"clere ag: intention to delist clere shares, compensation offer announced by main shareholder at the minimum legal price",1.0,DE000A2AA4022017-05-03
27679,41003,DEUTZ AG,DE0006305006,0,2017-05-03,1,deutz ag sells its cologne-deutz site ,0.0,DE00063050062017-05-03
27680,41005,FRoSTA AG,DE0006069008,0,2017-05-04,1,frosta ag: frosta ag buys italian frozen food brands from  nestlé italiana s.p.a.,1.0,DE00060690082017-05-04
27681,41009,USU Software AG,DE000A0BVU28,0,2017-05-04,1,"usu software ag takes over easytrust, the french specialist for data center inventory & oracle license management ",1.0,DE000A0BVU282017-05-04
27682,41011,Einhell Germany AG,DE0005654933,0,2017-05-04,1,einhell germany ag: preliminary financial figures for the first quarter 2017 an forecast to 31 dec. 2017,1.0,DE00056549332017-05-04
27683,41014,MBB SE,DE000A0ETBQ4,0,2017-05-05,1,mbb se increases revenue by 25% to eur98.2 million and eps by 38% to eur0.77 compared to first quarter of the prior year,1.0,DE000A0ETBQ42017-05-05
27685,41018,Borussia Dortmund GmbH & Co. KGaA,DE0005493092,0,2017-05-05,1,borussia dortmund announces preliminary results for the third quarter (q3) of the fiscal year 2016/2017  ,1.0,DE00054930922017-05-05
27686,41020,Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2017-05-05,1,eckert & ziegler signs agreement to sell its cyclotron division to alliance medical,1.0,DE00056597002017-05-05
27687,41022,Hamburger Hafen und Logistik AG,DE000A0S8488,0,2017-05-05,1,hamburger hafen und logistik ag: hhla updates forecast for container segment,1.0,DE000A0S84882017-05-05
27688,41024,HOCHDORF Holding AG,CH0024666528,0,2017-05-08,1,hochdorf holding ltd: dr daniel suter takes on the role of chairman ,0.0,CH00246665282017-05-08
27689,41027,DATAGROUP SE,DE000A0JC8S7,0,2017-05-08,1,datagroup se: datagroup increases guidance for fiscal year 2016/2017,1.0,DE000A0JC8S72017-05-08
27691,41031,aap Implantate AG,DE0005066609,0,2017-05-08,1,aap implantate ag: management board and supervisory board plan share buyback to partially distribute proceeds from the sale of aap biomaterials gmbh,1.0,DE00050666092017-05-08
27694,41037,Expedeon AG,DE000A2YN801,0,2017-05-08,1,sygnis ag: sygnis ag plans to acquire profitable innova biosciences ltd. for eur 8 million in cash and up to 3.5 million shares ,1.0,DE000A2YN8012017-05-08
27695,41039,Deutsche Konsum REIT-AG,DE000A14KRD3,0,2017-05-08,1,deutsche konsum reit-ag acquires additional portfolio of six retail properties,1.0,DE000A14KRD32017-05-08
27696,41041,LifeWatch AG,CH0012815459,0,2017-05-08,1,"lifewatch ag: lifewatch ag and biotelemetry, inc. announce receipt of antitrust clearance ",1.0,CH00128154592017-05-08
27697,41043,Holmes Investment Properties PLC,GB00B61DTR94,0,2017-05-08,1,holmes investment properties plc update on sites for new uk adventure parks,1.0,GB00B61DTR942017-05-08
27698,41044,Deutsche Rohstoff AG,DE000A0XYG76,0,2017-05-08,1,deutsche rohstoff ag: slightly positive group result in 2016 and increased dividend,1.0,DE000A0XYG762017-05-08
27699,41052,Varengold Bank AG,DE0005479307,0,2017-05-09,1,"varengold bank ag decides on details for an increase in capital from authorised capital with indirect subscription rights of up to 1,250,000 new shares",1.0,DE00054793072017-05-09
27701,41055,Orascom Development Holding AG,CH0038285679,0,2017-05-09,1,orascom development holding ag: annual general meeting approves all board of directors proposals  ,1.0,CH00382856792017-05-09
27702,41057,UMT United Mobility Technology AG,DE000A2YN702,0,2017-05-09,1,umt united mobility technology ag acquires majority of peaches mobile gmbh,1.0,DE000A2YN7022017-05-09
27704,41061,LifeWatch AG,CH0012815459,0,2017-05-10,1,"lifewatch ag: main offer period of  biotelemetry, inc.'s tender offer for lifewatch ag shares begins",0.0,CH00128154592017-05-10
27705,41064,Varengold Bank AG,DE0005479307,0,2017-05-10,1,"correction of a release from 09.05.2017, 17:10 cet/cest - varengold bank ag decides on details for an increase in capital from authorised capital with indirect subscription rights of up to 1,217,730 new shares",1.0,DE00054793072017-05-10
27706,41068,Bertrandt AG,DE0005232805,0,2017-05-10,1,"bertrandt ag: increased revenues for bertrandt in the first half of fiscal 2016/2017, but revised assessment for the development of the fiscal year as a whole   dividends not affected by temporary influences",0.0,DE00052328052017-05-10
27707,41071,Bellevue Group AG,CH0028422100,0,2017-05-10,1,bellevue group ag: group net loss of chf -1.3 mn for fiscal 2016 corrected to net loss of chf -0.7 mn,0.0,CH00284221002017-05-10
27708,41074,SolarWorld AG i.I.,DE000A1YCMM2,0,2017-05-10,1,solarworld ag: insolvency,0.0,DE000A1YCMM22017-05-10
27709,41076,TLG IMMOBILIEN AG,DE000A12B8Z4,0,2017-05-10,1,public takeover offer by tlg immobilien ag for all outstanding shares of wcm beteiligungs- und grundbesitz-aktiengesellschaft,0.0,DE000A12B8Z42017-05-10
27710,41078,WCM Beteiligungs- und Grundbesitz-AG,DE000A1X3X33,0,2017-05-10,1,wcm beteiligungs- und grundbesitz-ag: decision to make a public takeover offer by tlg immobilien ag to all outside shareholders of wcm beteiligungs- und grundbesitz-aktiengesellschaft,1.0,DE000A1X3X332017-05-10
27711,41080,DIC Asset AG,DE000A1X3XX4,0,2017-05-10,1,dic asset supports public takeover offer by tlg immobilien ag for all outstanding shares of wcm beteiligungs- und grundbesitz-ag and undertakes to accept the takeover offer regarding their wcm-shares in exchange for tlg immobilien-shares,1.0,DE000A1X3XX42017-05-10
27712,41082,Schaltbau Holding AG,DE000A2NBTL2,0,2017-05-11,1,schaltbau holding ag: capital increase; notification of acting-in-concert,1.0,DE000A2NBTL22017-05-11
27714,41086,Heliad Equity Partners GmbH & Co. KGaA,DE000A0L1NN5,0,2017-05-11,1,heliad equity partners gmbh & co. kgaa concludes a capital increase using authorized capita ,1.0,DE000A0L1NN52017-05-11
27715,41088,VERIANOS Real Estate Aktiengesellschaft,DE000A0Z2Y48,0,2017-05-11,1,verianos real estate aktiengesellschaft: financial goals for 2016 reached - annual financial statement confirmed,1.0,DE000A0Z2Y482017-05-11
27716,41090,Peach Property Group AG,CH0118530366,0,2017-05-11,1,peach property group ag: annual general meeting approves all proposals,1.0,CH01185303662017-05-11
27717,41093,Expedeon AG,DE000A2YN801,0,2017-05-11,1,sygnis ag: sygnis ag resolves share price of eur 1.38 for announced capital increase of up to ten percent of share capital,0.0,DE000A2YN8012017-05-11
27718,41095,United Internet AG,DE0005089031,0,2017-05-12,1,united internet and drillisch create a strong fourth player in the german telecommunications market,1.0,DE00050890312017-05-12
27719,41097,1&1 Drillisch Aktiengesellschaft,DE0005545503,0,2017-05-12,1,drillisch ag: integration of 1&1 telecommunication se into drillisch under the umbrella of united internet: conclusion of a business combination agreement,1.0,DE00055455032017-05-12
27720,41100,Schaltbau Holding AG,DE000A2NBTL2,0,2017-05-12,1,schaltbau holding ag: schaltbau confirms guidance after loss in q1 2017,1.0,DE000A2NBTL22017-05-12
27721,41103,Pelikan Group GmbH,DE0006053101,0,2017-05-12,1,pelikan aktiengesellschaft: sale of pos servicegesellschaft mbh,1.0,DE00060531012017-05-12
27722,41105,SolarWorld AG i.I.,DE000A1YCMM2,0,2017-05-12,1,solarworld ag: preliminary administrator / insolvency of affiliated companies,1.0,DE000A1YCMM22017-05-12
27723,41110,Rocket Internet SE,DE000A12UKK6,0,2017-05-12,1,ad-hoc: naspers invests eur 387 million in delivery hero ,1.0,DE000A12UKK62017-05-12
27724,41112,Leclanché SA,CH0110303119,0,2017-05-15,1,leclanché's new marine battery system is the world's first approved under revised dnv-gl requirements,1.0,CH01103031192017-05-15
27725,41113,BUWOG AG,AT00BUWOG001,0,2017-05-15,1,dgap-adhoc: buwog ag commences cash capital increase ,0.0,AT00BUWOG0012017-05-15
27726,41116,PANTAFLIX AG,DE000A12UPJ7,0,2017-05-15,1,bruno wu's sun seven stars media and pantaflix sign strategic partnership for implementing a global vod-system,1.0,DE000A12UPJ72017-05-15
27727,41118,mybet Holding SE,DE000A2LQ009,0,2017-05-15,1,mybet holding se: mybet holding se: mybet group enters into eur 11.8 million settlement with westlotto ,0.0,DE000A2LQ0092017-05-15
27728,41120,MAX Automation SE,DE000A2DA588,0,2017-05-15,1,max automation ag plans to convert to european stock corporation (se) with a monistic management system ,1.0,DE000A2DA5882017-05-15
27729,41123,Orascom Development Holding AG,CH0038285679,0,2017-05-16,1,"orascom development holding ag: the group improved the operational performance in all business segments across egypt and oman. yet, the significant devaluation of the egyptian pound of more than 50% in november 2016 had a negative translation effect on the q1 2017 income statement that is reported in swiss francs. ",0.0,CH00382856792017-05-16
27730,41127,4SC AG,DE000A14KL72,0,2017-05-16,1,4sc ag announces updated and progressive development program,1.0,DE000A14KL722017-05-16
27731,41129,Merck KGaA,DE0006599905,0,2017-05-16,1,plans for further structural development of the merck group,0.0,DE00065999052017-05-16
27732,41133,FinLab AG,DE0001218063,0,2017-05-16,1,finlab ag resolves capital increase of up to 10% from authorised capital,0.0,DE00012180632017-05-16
27733,41136,ENCAVIS AG,DE0006095003,0,2017-05-16,1,capital stage ag: dr. dierk paskert appointed new management board chairman ,1.0,DE00060950032017-05-16
27734,41139,Raiffeisen Bank International AG,AT0000606306,0,2017-05-17,1,raiffeisen bank international: first quarter report 2017,1.0,AT00006063062017-05-17
27735,41144,Steinhoff International Holdings N.V.,NL0011375019,0,2017-05-17,1,steinhoff international holdings n.v. : the potential listing of steinhoff's african retail assets on the jse limited and cautionary announcement,0.0,NL00113750192017-05-17
27738,41147,AEVIS VICTORIA SA,CH0478634105,0,2017-05-18,1,aevis victoria sa: integration of clinique des tilleuls in swiss medical network,0.0,CH04786341052017-05-18
27739,41150,Advanced Vision Technology Ltd.,IL0010837248,0,2017-05-18,1,advanced vision technology ltd.: closing of the merger of advanced vision technology (a.v.t.) ltd.,1.0,IL00108372482017-05-18
27740,41153,CO.DON AG,DE000A1K0227,0,2017-05-18,1,co.don ag: positive opinion from chmp for eu approval of articular cartilage product,1.0,DE000A1K02272017-05-18
27741,41156,LION E-Mobility AG,CH0132594711,0,2017-05-18,1,lion e-mobility ag: lion e-mobility ag invests in inboard technology,0.0,CH01325947112017-05-18
27742,41163,Nexway AG,DE000A2E3707,0,2017-05-22,1,asknet ag plans to reduce share capital,0.0,DE000A2E37072017-05-22
27743,41166,Leclanché SA,CH0110303119,0,2017-05-22,1,leclanché sa: fire at leclanché's offices extinguished. all staff are safe. alternative business continuity plan is being implemented. ,0.0,CH01103031192017-05-22
27746,41172,LifeWatch AG,CH0012815459,0,2017-05-22,1,"lifewatch ag: biotelemetry, inc. announces extension of the main offer period for public offer for lifewatch ag",0.0,CH00128154592017-05-22
27749,41181,FinLab AG,DE0001218063,0,2017-05-23,1,finlab ag announces successful placement of capital increase,1.0,DE00012180632017-05-23
27751,41186,Leclanché SA,CH0110303119,0,2017-05-23,1,leclanché sa: leclanché update on fire at corporate headquarters in switzerland on 22 may,0.0,CH01103031192017-05-23
27752,41189,AEVIS VICTORIA SA,CH0478634105,0,2017-05-24,1,aevis victoria sa tenders shares into biotelemetry's revised takeover offer for lifewatch ltd,1.0,CH04786341052017-05-24
27754,41194,mybet Holding SE,DE000A2LQ009,0,2017-05-24,1,mybet holding se: raise of earnings and cash position forecast 2017,0.0,DE000A2LQ0092017-05-24
27757,41201,Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2017-05-24,1,eckert & ziegler plans takeover of gamma-service ,1.0,DE00056597002017-05-24
27758,41203,Hapag-Lloyd AG,DE000HLAG475,0,2017-05-24,1,hapag-lloyd ag: merger of hapag-lloyd ag and united arab shipping company ltd. ,1.0,DE000HLAG4752017-05-24
27759,41205,Covestro AG,DE0006062144,0,2017-05-24,1,covestro ag: ceo succession planning ,0.0,DE00060621442017-05-24
27760,41207,Linde AG,DE0006483001,0,2017-05-24,1,"linde ag: linde ag confirms agreement in principle with praxair, inc. on a business combination agreement governing a merger of equals between the two companies subject to board approvals of both parties ",1.0,DE00064830012017-05-24
27762,41213,Expedeon AG,DE000A2YN801,0,2017-05-24,1,sygnis ag: sygnis ag receives binding commitment for the purchase of shares for up to eur 3.5 million within the scope of the ongoing capital increases to finance the acquisition of innova biosciences ltd.,1.0,DE000A2YN8012017-05-24
27763,41216,Grammer AG,DE0005895403,0,2017-05-24,1,annual general meeting of grammer ag today voted for all agenda items as recommended by the administration and against the counter motions proposed by cascade international investment gmbh ,0.0,DE00058954032017-05-24
27764,41218,AIXTRON SE,DE000A0WMPJ6,0,2017-05-25,1,aixtron se to sell its ald/cvd memory product line / the transaction is subject to regulatory approvals / the transaction is expected to close in the second half of 2017,1.0,DE000A0WMPJ62017-05-25
27765,41220,Von Roll Holding AG,CH0003245351,0,2017-05-26,1,"von roll holding ag: sale of von roll austral, inc. north america",1.0,CH00032453512017-05-26
27766,41224,LifeWatch AG,CH0012815459,0,2017-05-29,1,lifewatch ag: board of directors of lifewatch supports the improved offer by biotelemetry,0.0,CH00128154592017-05-29
27767,41227,Leclanché SA,CH0110303119,0,2017-05-29,1,leclanché sa: invitation to the upcoming annual general meeting of shareholders ,1.0,CH01103031192017-05-29
27768,41229,Orascom Development Holding AG,CH0038285679,0,2017-05-30,1,orascom development holding ag: completion of delisting of the egyptian depositary receipts,1.0,CH00382856792017-05-30
27770,41239,Expedeon AG,DE000A2YN801,0,2017-05-31,1,sygnis ag: sygnis ag successfully completes rights offering and private placement,0.0,DE000A2YN8012017-05-31
27771,41241,Leclanché SA,CH0110303119,0,2017-05-31,1,leclanché sa: leclanché's swiss headquarters fully operational following fire on 22 may,1.0,CH01103031192017-05-31
